"beta0","beta1","loglikelihood"
62.5,3.62,-34.5559580846279
62.6,3.62,-34.5598082734655
62.7,3.62,-34.5637633720807
62.8,3.62,-34.5678233804735
62.9,3.62,-34.5719882986439
63,3.62,-34.5762581265918
63.1,3.62,-34.5806328643174
63.2,3.62,-34.5851125118205
63.3,3.62,-34.5896970691013
63.4,3.62,-34.5943865361596
63.5,3.62,-34.5991809129955
63.6,3.62,-34.6040801996091
63.7,3.62,-34.6090843960002
63.8,3.62,-34.6141935021689
63.9,3.62,-34.6194075181151
64,3.62,-34.624726443839
64.1,3.62,-34.6301502793405
64.2,3.62,-34.6356790246195
64.3,3.62,-34.6413126796762
64.4,3.62,-34.6470512445104
64.5,3.62,-34.6528947191223
64.6,3.62,-34.6588431035117
64.7,3.62,-34.6648963976787
64.8,3.62,-34.6710546016233
64.9,3.62,-34.6773177153455
65,3.62,-34.6836857388453
65.1,3.62,-34.6901586721227
65.2,3.62,-34.6967365151777
65.3,3.62,-34.7034192680102
65.4,3.62,-34.7102069306204
65.5,3.62,-34.7170995030081
65.6,3.62,-34.7240969851735
65.7,3.62,-34.7311993771164
65.8,3.62,-34.7384066788369
65.9,3.62,-34.745718890335
66,3.62,-34.7531360116107
66.1,3.62,-34.760658042664
66.2,3.62,-34.7682849834949
66.3,3.62,-34.7760168341034
66.4,3.62,-34.7838535944895
66.5,3.62,-34.7917952646531
66.6,3.62,-34.7998418445944
66.7,3.62,-34.8079933343132
66.8,3.62,-34.8162497338096
66.9,3.62,-34.8246110430837
67,3.62,-34.8330772621353
67.1,3.62,-34.8416483909645
67.2,3.62,-34.8503244295713
67.3,3.62,-34.8591053779557
67.4,3.62,-34.8679912361177
67.5,3.62,-34.8769820040572
67.6,3.62,-34.8860776817744
67.7,3.62,-34.8952782692691
67.8,3.62,-34.9045837665415
67.9,3.62,-34.9139941735914
68,3.62,-34.923509490419
68.1,3.62,-34.9331297170241
68.2,3.62,-34.9428548534068
68.3,3.62,-34.9526848995671
68.4,3.62,-34.962619855505
68.5,3.62,-34.9726597212205
68.6,3.62,-34.9828044967135
68.7,3.62,-34.9930541819842
68.8,3.62,-35.0034087770325
68.9,3.62,-35.0138682818583
69,3.62,-35.0244326964618
69.1,3.62,-35.0351020208428
69.2,3.62,-35.0458762550014
69.3,3.62,-35.0567553989376
69.4,3.62,-35.0677394526514
69.5,3.62,-35.0788284161428
69.6,3.62,-35.0900222894118
69.7,3.62,-35.1013210724584
69.8,3.62,-35.1127247652826
69.9,3.62,-35.1242333678843
70,3.62,-35.1358468802637
70.1,3.62,-35.1475653024206
70.2,3.62,-35.1593886343552
70.3,3.62,-35.1713168760673
70.4,3.62,-35.183350027557
70.5,3.62,-35.1954880888243
70.6,3.62,-35.2077310598692
70.7,3.62,-35.2200789406917
70.8,3.62,-35.2325317312918
70.9,3.62,-35.2450894316695
71,3.62,-35.2577520418247
71.1,3.62,-35.2705195617576
71.2,3.62,-35.2833919914681
71.3,3.62,-35.2963693309561
71.4,3.62,-35.3094515802217
71.5,3.62,-35.322638739265
71.6,3.62,-35.3359308080858
71.7,3.62,-35.3493277866842
71.8,3.62,-35.3628296750602
71.9,3.62,-35.3764364732138
72,3.62,-35.3901481811449
72.1,3.62,-35.4039647988537
72.2,3.62,-35.4178863263401
72.3,3.62,-35.431912763604
72.4,3.62,-35.4460441106456
72.5,3.62,-35.4602803674647
72.6,3.62,-35.4746215340614
72.7,3.62,-35.4890676104357
72.8,3.62,-35.5036185965876
72.9,3.62,-35.5182744925172
73,3.62,-35.5330352982242
73.1,3.62,-35.5479010137089
73.2,3.62,-35.5628716389712
73.3,3.62,-35.5779471740111
73.4,3.62,-35.5931276188285
73.5,3.62,-35.6084129734236
73.6,3.62,-35.6238032377962
73.7,3.62,-35.6392984119464
73.8,3.62,-35.6548984958743
73.9,3.62,-35.6706034895797
74,3.62,-35.6864133930627
74.1,3.62,-35.7023282063233
74.2,3.62,-35.7183479293615
74.3,3.62,-35.7344725621772
74.4,3.62,-35.7507021047706
74.5,3.62,-35.7670365571416
74.6,3.62,-35.7834759192901
74.7,3.62,-35.8000201912163
74.8,3.62,-35.81666937292
74.9,3.62,-35.8334234644013
75,3.62,-35.8502824656602
50,3.63,-34.842760434607
50.1,3.63,-34.8342312696888
50.2,3.63,-34.8258070145482
50.3,3.63,-34.8174876691852
50.4,3.63,-34.8092732335998
50.5,3.63,-34.801163707792
50.6,3.63,-34.7931590917618
50.7,3.63,-34.7852593855092
50.8,3.63,-34.7774645890342
50.9,3.63,-34.7697747023367
51,3.63,-34.7621897254169
51.1,3.63,-34.7547096582746
51.2,3.63,-34.7473345009099
51.3,3.63,-34.7400642533229
51.4,3.63,-34.7328989155134
51.5,3.63,-34.7258384874815
51.6,3.63,-34.7188829692272
51.7,3.63,-34.7120323607505
51.8,3.63,-34.7052866620514
51.9,3.63,-34.6986458731298
52,3.63,-34.6921099939859
52.1,3.63,-34.6856790246195
52.2,3.63,-34.6793529650308
52.3,3.63,-34.6731318152196
52.4,3.63,-34.6670155751861
52.5,3.63,-34.6610042449301
52.6,3.63,-34.6550978244517
52.7,3.63,-34.6492963137509
52.8,3.63,-34.6435997128277
52.9,3.63,-34.6380080216821
53,3.63,-34.632521240314
53.1,3.63,-34.6271393687236
53.2,3.63,-34.6218624069108
53.3,3.63,-34.6166903548755
53.4,3.63,-34.6116232126179
53.5,3.63,-34.6066609801378
53.6,3.63,-34.6018036574353
53.7,3.63,-34.5970512445104
53.8,3.63,-34.5924037413631
53.9,3.63,-34.5878611479934
54,3.63,-34.5834234644013
54.1,3.63,-34.5790906905868
54.2,3.63,-34.5748628265499
54.3,3.63,-34.5707398722906
54.4,3.63,-34.5667218278088
54.5,3.63,-34.5628086931046
54.6,3.63,-34.5590004681781
54.7,3.63,-34.5552971530291
54.8,3.63,-34.5516987476577
54.9,3.63,-34.548205252064
55,3.63,-34.5448166662477
55.1,3.63,-34.5415329902091
55.2,3.63,-34.5383542239481
55.3,3.63,-34.5352803674647
55.4,3.63,-34.5323114207589
55.5,3.63,-34.5294473838306
55.6,3.63,-34.52668825668
55.7,3.63,-34.5240340393069
55.8,3.63,-34.5214847317114
55.9,3.63,-34.5190403338936
56,3.63,-34.5167008458533
56.1,3.63,-34.5144662675906
56.2,3.63,-34.5123365991055
56.3,3.63,-34.510311840398
56.4,3.63,-34.5083919914681
56.5,3.63,-34.5065770523157
56.6,3.63,-34.504867022941
56.7,3.63,-34.5032619033438
56.8,3.63,-34.5017616935243
56.9,3.63,-34.5003663934823
57,3.63,-34.499076003218
57.1,3.63,-34.4978905227312
57.2,3.63,-34.496809952022
57.3,3.63,-34.4958342910904
57.4,3.63,-34.4949635399364
57.5,3.63,-34.49419769856
57.6,3.63,-34.4935367669611
57.7,3.63,-34.4929807451399
57.8,3.63,-34.4925296330963
57.9,3.63,-34.4921834308302
58,3.63,-34.4919421383417
58.1,3.63,-34.4918057556309
58.2,3.63,-34.4917742826976
58.3,3.63,-34.4918477195419
58.4,3.63,-34.4920260661638
58.5,3.63,-34.4923093225633
58.6,3.63,-34.4926974887404
58.7,3.63,-34.4931905646951
58.8,3.63,-34.4937885504274
58.9,3.63,-34.4944914459372
59,3.63,-34.4952992512247
59.1,3.63,-34.4962119662897
59.2,3.63,-34.4972295911323
59.3,3.63,-34.4983521257526
59.4,3.63,-34.4995795701504
59.5,3.63,-34.5009119243258
59.6,3.63,-34.5023491882788
59.7,3.63,-34.5038913620094
59.8,3.63,-34.5055384455176
59.9,3.63,-34.5072904388034
60,3.63,-34.5091473418667
60.1,3.63,-34.5111091547077
60.2,3.63,-34.5131758773262
60.3,3.63,-34.5153475097224
60.4,3.63,-34.5176240518961
60.5,3.63,-34.5200055038474
60.6,3.63,-34.5224918655763
60.7,3.63,-34.5250831370828
60.8,3.63,-34.5277793183669
60.9,3.63,-34.5305804094286
61,3.63,-34.5334864102679
61.1,3.63,-34.5364973208848
61.2,3.63,-34.5396131412792
61.3,3.63,-34.5428338714513
61.4,3.63,-34.5461595114009
61.5,3.63,-34.5495900611281
61.6,3.63,-34.553125520633
61.7,3.63,-34.5567658899154
61.8,3.63,-34.5605111689754
61.9,3.63,-34.564361357813
62,3.63,-34.5683164564282
62.1,3.63,-34.572376464821
62.2,3.63,-34.5765413829913
62.3,3.63,-34.5808112109393
62.4,3.63,-34.5851859486649
62.5,3.63,-34.589665596168
62.6,3.63,-34.5942501534488
62.7,3.63,-34.5989396205071
62.8,3.63,-34.603733997343
62.9,3.63,-34.6086332839565
63,3.63,-34.6136374803476
63.1,3.63,-34.6187465865163
63.2,3.63,-34.6239606024626
63.3,3.63,-34.6292795281865
63.4,3.63,-34.6347033636879
63.5,3.63,-34.640232108967
63.6,3.63,-34.6458657640237
63.7,3.63,-34.6516043288579
63.8,3.63,-34.6574478034697
63.9,3.63,-34.6633961878592
64,3.63,-34.6694494820262
64.1,3.63,-34.6756076859708
64.2,3.63,-34.681870799693
64.3,3.63,-34.6882388231928
64.4,3.63,-34.6947117564702
64.5,3.63,-34.7012895995251
64.6,3.63,-34.7079723523577
64.7,3.63,-34.7147600149678
64.8,3.63,-34.7216525873556
64.9,3.63,-34.7286500695209
65,3.63,-34.7357524614639
65.1,3.63,-34.7429597631844
65.2,3.63,-34.7502719746825
65.3,3.63,-34.7576890959582
65.4,3.63,-34.7652111270115
65.5,3.63,-34.7728380678424
65.6,3.63,-34.7805699184509
65.7,3.63,-34.7884066788369
65.8,3.63,-34.7963483490006
65.9,3.63,-34.8043949289418
66,3.63,-34.8125464186607
66.1,3.63,-34.8208028181571
66.2,3.63,-34.8291641274311
66.3,3.63,-34.8376303464827
66.4,3.63,-34.846201475312
66.5,3.63,-34.8548775139188
66.6,3.63,-34.8636584623031
66.7,3.63,-34.8725443204651
66.8,3.63,-34.8815350884047
66.9,3.63,-34.8906307661219
67,3.63,-34.8998313536166
67.1,3.63,-34.909136850889
67.2,3.63,-34.9185472579389
67.3,3.63,-34.9280625747664
67.4,3.63,-34.9376828013715
67.5,3.63,-34.9474079377542
67.6,3.63,-34.9572379839146
67.7,3.63,-34.9671729398524
67.8,3.63,-34.9772128055679
67.9,3.63,-34.987357581061
68,3.63,-34.9976072663317
68.1,3.63,-35.0079618613799
68.2,3.63,-35.0184213662058
68.3,3.63,-35.0289857808092
68.4,3.63,-35.0396551051903
68.5,3.63,-35.0504293393489
68.6,3.63,-35.0613084832851
68.7,3.63,-35.0722925369989
68.8,3.63,-35.0833815004903
68.9,3.63,-35.0945753737593
69,3.63,-35.1058741568059
69.1,3.63,-35.11727784963
69.2,3.63,-35.1287864522318
69.3,3.63,-35.1403999646112
69.4,3.63,-35.1521183867681
69.5,3.63,-35.1639417187026
69.6,3.63,-35.1758699604148
69.7,3.63,-35.1879031119045
69.8,3.63,-35.2000411731718
69.9,3.63,-35.2122841442167
70,3.63,-35.2246320250392
70.1,3.63,-35.2370848156393
70.2,3.63,-35.2496425160169
70.3,3.63,-35.2623051261722
70.4,3.63,-35.2750726461051
70.5,3.63,-35.2879450758155
70.6,3.63,-35.3009224153036
70.7,3.63,-35.3140046645692
70.8,3.63,-35.3271918236124
70.9,3.63,-35.3404838924332
71,3.63,-35.3538808710316
71.1,3.63,-35.3673827594076
71.2,3.63,-35.3809895575612
71.3,3.63,-35.3947012654924
71.4,3.63,-35.4085178832012
71.5,3.63,-35.4224394106875
71.6,3.63,-35.4364658479515
71.7,3.63,-35.450597194993
71.8,3.63,-35.4648334518122
71.9,3.63,-35.4791746184089
72,3.63,-35.4936206947832
72.1,3.63,-35.5081716809351
72.2,3.63,-35.5228275768646
72.3,3.63,-35.5375883825717
72.4,3.63,-35.5524540980564
72.5,3.63,-35.5674247233187
72.6,3.63,-35.5825002583585
72.7,3.63,-35.597680703176
72.8,3.63,-35.612966057771
72.9,3.63,-35.6283563221437
73,3.63,-35.6438514962939
73.1,3.63,-35.6594515802217
73.2,3.63,-35.6751565739271
73.3,3.63,-35.6909664774101
73.4,3.63,-35.7068812906707
73.5,3.63,-35.7229010137089
73.6,3.63,-35.7390256465247
73.7,3.63,-35.7552551891181
73.8,3.63,-35.771589641489
73.9,3.63,-35.7880290036376
74,3.63,-35.8045732755637
74.1,3.63,-35.8212224572675
74.2,3.63,-35.8379765487488
74.3,3.63,-35.8548355500077
74.4,3.63,-35.8717994610442
74.5,3.63,-35.8888682818583
74.6,3.63,-35.90604201245
74.7,3.63,-35.9233206528193
74.8,3.63,-35.9407042029662
74.9,3.63,-35.9581926628906
75,3.63,-35.9757860325927
50,3.64,-34.7906433552952
50.1,3.64,-34.7828485588201
50.2,3.64,-34.7751586721227
50.3,3.64,-34.7675736952028
50.4,3.64,-34.7600936280606
50.5,3.64,-34.7527184706959
50.6,3.64,-34.7454482231088
50.7,3.64,-34.7382828852994
50.8,3.64,-34.7312224572675
50.9,3.64,-34.7242669390132
51,3.64,-34.7174163305365
51.1,3.64,-34.7106706318373
51.2,3.64,-34.7040298429158
51.3,3.64,-34.6974939637719
51.4,3.64,-34.6910629944055
51.5,3.64,-34.6847369348168
51.6,3.64,-34.6785157850056
51.7,3.64,-34.672399544972
51.8,3.64,-34.6663882147161
51.9,3.64,-34.6604817942377
52,3.64,-34.6546802835369
52.1,3.64,-34.6489836826137
52.2,3.64,-34.6433919914681
52.3,3.64,-34.6379052101
52.4,3.64,-34.6325233385096
52.5,3.64,-34.6272463766968
52.6,3.64,-34.6220743246615
52.7,3.64,-34.6170071824039
52.8,3.64,-34.6120449499238
52.9,3.64,-34.6071876272213
53,3.64,-34.6024352142964
53.1,3.64,-34.5977877111491
53.2,3.64,-34.5932451177794
53.3,3.64,-34.5888074341873
53.4,3.64,-34.5844746603728
53.5,3.64,-34.5802467963359
53.6,3.64,-34.5761238420765
53.7,3.64,-34.5721057975948
53.8,3.64,-34.5681926628906
53.9,3.64,-34.5643844379641
54,3.64,-34.5606811228151
54.1,3.64,-34.5570827174437
54.2,3.64,-34.5535892218499
54.3,3.64,-34.5502006360337
54.4,3.64,-34.5469169599951
54.5,3.64,-34.5437381937341
54.6,3.64,-34.5406643372507
54.7,3.64,-34.5376953905448
54.8,3.64,-34.5348313536166
54.9,3.64,-34.532072226466
55,3.64,-34.5294180090929
55.1,3.64,-34.5268687014974
55.2,3.64,-34.5244243036796
55.3,3.64,-34.5220848156393
55.4,3.64,-34.5198502373766
55.5,3.64,-34.5177205688915
55.6,3.64,-34.515695810184
55.7,3.64,-34.513775961254
55.8,3.64,-34.5119610221017
55.9,3.64,-34.510250992727
56,3.64,-34.5086458731298
56.1,3.64,-34.5071456633103
56.2,3.64,-34.5057503632683
56.3,3.64,-34.5044599730039
56.4,3.64,-34.5032744925172
56.5,3.64,-34.502193921808
56.6,3.64,-34.5012182608764
56.7,3.64,-34.5003475097224
56.8,3.64,-34.4995816683459
56.9,3.64,-34.4989207367471
57,3.64,-34.4983647149259
57.1,3.64,-34.4979136028822
57.2,3.64,-34.4975674006162
57.3,3.64,-34.4973261081277
57.4,3.64,-34.4971897254169
57.5,3.64,-34.4971582524836
57.6,3.64,-34.4972316893279
57.7,3.64,-34.4974100359498
57.8,3.64,-34.4976932923493
57.9,3.64,-34.4980814585264
58,3.64,-34.4985745344811
58.1,3.64,-34.4991725202133
58.2,3.64,-34.4998754157232
58.3,3.64,-34.5006832210106
58.4,3.64,-34.5015959360757
58.5,3.64,-34.5026135609183
58.6,3.64,-34.5037360955386
58.7,3.64,-34.5049635399364
58.8,3.64,-34.5062958941118
58.9,3.64,-34.5077331580648
59,3.64,-34.5092753317954
59.1,3.64,-34.5109224153036
59.2,3.64,-34.5126744085893
59.3,3.64,-34.5145313116527
59.4,3.64,-34.5164931244937
59.5,3.64,-34.5185598471122
59.6,3.64,-34.5207314795083
59.7,3.64,-34.5230080216821
59.8,3.64,-34.5253894736334
59.9,3.64,-34.5278758353623
60,3.64,-34.5304671068688
60.1,3.64,-34.5331632881529
60.2,3.64,-34.5359643792146
60.3,3.64,-34.5388703800539
60.4,3.64,-34.5418812906707
60.5,3.64,-34.5449971110652
60.6,3.64,-34.5482178412373
60.7,3.64,-34.5515434811869
60.8,3.64,-34.5549740309141
60.9,3.64,-34.558509490419
61,3.64,-34.5621498597014
61.1,3.64,-34.5658951387614
61.2,3.64,-34.569745327599
61.3,3.64,-34.5737004262142
61.4,3.64,-34.577760434607
61.5,3.64,-34.5819253527773
61.6,3.64,-34.5861951807253
61.7,3.64,-34.5905699184509
61.8,3.64,-34.595049565954
61.9,3.64,-34.5996341232347
62,3.64,-34.6043235902931
62.1,3.64,-34.609117967129
62.2,3.64,-34.6140172537425
62.3,3.64,-34.6190214501336
62.4,3.64,-34.6241305563023
62.5,3.64,-34.6293445722486
62.6,3.64,-34.6346634979725
62.7,3.64,-34.6400873334739
62.8,3.64,-34.645616078753
62.9,3.64,-34.6512497338096
63,3.64,-34.6569882986439
63.1,3.64,-34.6628317732557
63.2,3.64,-34.6687801576451
63.3,3.64,-34.6748334518122
63.4,3.64,-34.6809916557568
63.5,3.64,-34.687254769479
63.6,3.64,-34.6936227929788
63.7,3.64,-34.7000957262561
63.8,3.64,-34.7066735693111
63.9,3.64,-34.7133563221437
64,3.64,-34.7201439847538
64.1,3.64,-34.7270365571416
64.2,3.64,-34.7340340393069
64.3,3.64,-34.7411364312498
64.4,3.64,-34.7483437329704
64.5,3.64,-34.7556559444685
64.6,3.64,-34.7630730657442
64.7,3.64,-34.7705950967975
64.8,3.64,-34.7782220376284
64.9,3.64,-34.7859538882368
65,3.64,-34.7937906486229
65.1,3.64,-34.8017323187866
65.2,3.64,-34.8097788987278
65.3,3.64,-34.8179303884467
65.4,3.64,-34.8261867879431
65.5,3.64,-34.8345480972171
65.6,3.64,-34.8430143162687
65.7,3.64,-34.8515854450979
65.8,3.64,-34.8602614837047
65.9,3.64,-34.8690424320891
66,3.64,-34.8779282902511
66.1,3.64,-34.8869190581907
66.2,3.64,-34.8960147359078
66.3,3.64,-34.9052153234026
66.4,3.64,-34.9145208206749
66.5,3.64,-34.9239312277249
66.6,3.64,-34.9334465445524
66.7,3.64,-34.9430667711575
66.8,3.64,-34.9527919075402
66.9,3.64,-34.9626219537005
67,3.64,-34.9725569096384
67.1,3.64,-34.9825967753539
67.2,3.64,-34.992741550847
67.3,3.64,-35.0029912361177
67.4,3.64,-35.0133458311659
67.5,3.64,-35.0238053359918
67.6,3.64,-35.0343697505952
67.7,3.64,-35.0450390749762
67.8,3.64,-35.0558133091349
67.9,3.64,-35.0666924530711
68,3.64,-35.0776765067849
68.1,3.64,-35.0887654702763
68.2,3.64,-35.0999593435453
68.3,3.64,-35.1112581265918
68.4,3.64,-35.122661819416
68.5,3.64,-35.1341704220178
68.6,3.64,-35.1457839343971
68.7,3.64,-35.1575023565541
68.8,3.64,-35.1693256884886
68.9,3.64,-35.1812539302007
69,3.64,-35.1932870816905
69.1,3.64,-35.2054251429578
69.2,3.64,-35.2176681140027
69.3,3.64,-35.2300159948252
69.4,3.64,-35.2424687854253
69.5,3.64,-35.2550264858029
69.6,3.64,-35.2676890959582
69.7,3.64,-35.2804566158911
69.8,3.64,-35.2933290456015
69.9,3.64,-35.3063063850895
70,3.64,-35.3193886343552
70.1,3.64,-35.3325757933984
70.2,3.64,-35.3458678622192
70.3,3.64,-35.3592648408176
70.4,3.64,-35.3727667291936
70.5,3.64,-35.3863735273472
70.6,3.64,-35.4000852352784
70.7,3.64,-35.4139018529872
70.8,3.64,-35.4278233804735
70.9,3.64,-35.4418498177375
71,3.64,-35.455981164779
71.1,3.64,-35.4702174215981
71.2,3.64,-35.4845585881949
71.3,3.64,-35.4990046645692
71.4,3.64,-35.5135556507211
71.5,3.64,-35.5282115466506
71.6,3.64,-35.5429723523577
71.7,3.64,-35.5578380678424
71.8,3.64,-35.5728086931046
71.9,3.64,-35.5878842281445
72,3.64,-35.603064672962
72.1,3.64,-35.618350027557
72.2,3.64,-35.6337402919297
72.3,3.64,-35.6492354660799
72.4,3.64,-35.6648355500077
72.5,3.64,-35.6805405437131
72.6,3.64,-35.6963504471961
72.7,3.64,-35.7122652604567
72.8,3.64,-35.7282849834949
72.9,3.64,-35.7444096163107
73,3.64,-35.7606391589041
73.1,3.64,-35.776973611275
73.2,3.64,-35.7934129734236
73.3,3.64,-35.8099572453497
73.4,3.64,-35.8266064270535
73.5,3.64,-35.8433605185348
73.6,3.64,-35.8602195197937
73.7,3.64,-35.8771834308302
73.8,3.64,-35.8942522516443
73.9,3.64,-35.911425982236
74,3.64,-35.9287046226053
74.1,3.64,-35.9460881727522
74.2,3.64,-35.9635766326766
74.3,3.64,-35.9811700023787
74.4,3.64,-35.9988682818583
74.5,3.64,-36.0166714711156
74.6,3.64,-36.0345795701504
74.7,3.64,-36.0525925789628
74.8,3.64,-36.0707104975528
74.9,3.64,-36.0889333259204
75,3.64,-36.1072610640656
50,3.65,-34.7444977405239
50.1,3.65,-34.737437312492
50.2,3.65,-34.7304817942377
50.3,3.65,-34.723631185761
50.4,3.65,-34.7168854870618
50.5,3.65,-34.7102446981403
50.6,3.65,-34.7037088189964
50.7,3.65,-34.69727784963
50.8,3.65,-34.6909517900413
50.9,3.65,-34.6847306402301
51,3.65,-34.6786144001966
51.1,3.65,-34.6726030699406
51.2,3.65,-34.6666966494622
51.3,3.65,-34.6608951387614
51.4,3.65,-34.6551985378382
51.5,3.65,-34.6496068466926
51.6,3.65,-34.6441200653245
51.7,3.65,-34.6387381937341
51.8,3.65,-34.6334612319213
51.9,3.65,-34.628289179886
52,3.65,-34.6232220376284
52.1,3.65,-34.6182598051483
52.2,3.65,-34.6134024824458
52.3,3.65,-34.6086500695209
52.4,3.65,-34.6040025663736
52.5,3.65,-34.5994599730039
52.6,3.65,-34.5950222894118
52.7,3.65,-34.5906895155973
52.8,3.65,-34.5864616515604
52.9,3.65,-34.582338697301
53,3.65,-34.5783206528193
53.1,3.65,-34.5744075181151
53.2,3.65,-34.5705992931886
53.3,3.65,-34.5668959780396
53.4,3.65,-34.5632975726682
53.5,3.65,-34.5598040770744
53.6,3.65,-34.5564154912582
53.7,3.65,-34.5531318152196
53.8,3.65,-34.5499530489586
53.9,3.65,-34.5468791924752
54,3.65,-34.5439102457694
54.1,3.65,-34.5410462088411
54.2,3.65,-34.5382870816905
54.3,3.65,-34.5356328643174
54.4,3.65,-34.5330835567219
54.5,3.65,-34.5306391589041
54.6,3.65,-34.5282996708638
54.7,3.65,-34.5260650926011
54.8,3.65,-34.523935424116
54.9,3.65,-34.5219106654085
55,3.65,-34.5199908164785
55.1,3.65,-34.5181758773262
55.2,3.65,-34.5164658479515
55.3,3.65,-34.5148607283543
55.4,3.65,-34.5133605185348
55.5,3.65,-34.5119652184928
55.6,3.65,-34.5106748282284
55.7,3.65,-34.5094893477417
55.8,3.65,-34.5084087770325
55.9,3.65,-34.5074331161009
56,3.65,-34.5065623649469
56.1,3.65,-34.5057965235704
56.2,3.65,-34.5051355919716
56.3,3.65,-34.5045795701504
56.4,3.65,-34.5041284581067
56.5,3.65,-34.5037822558407
56.6,3.65,-34.5035409633522
56.7,3.65,-34.5034045806414
56.8,3.65,-34.5033731077081
56.9,3.65,-34.5034465445524
57,3.65,-34.5036248911743
57.1,3.65,-34.5039081475738
57.2,3.65,-34.5042963137509
57.3,3.65,-34.5047893897056
57.4,3.65,-34.5053873754378
57.5,3.65,-34.5060902709477
57.6,3.65,-34.5068980762352
57.7,3.65,-34.5078107913002
57.8,3.65,-34.5088284161428
57.9,3.65,-34.5099509507631
58,3.65,-34.5111783951609
58.1,3.65,-34.5125107493363
58.2,3.65,-34.5139480132893
58.3,3.65,-34.5154901870199
58.4,3.65,-34.5171372705281
58.5,3.65,-34.5188892638138
58.6,3.65,-34.5207461668772
58.7,3.65,-34.5227079797182
58.8,3.65,-34.5247747023367
58.9,3.65,-34.5269463347328
59,3.65,-34.5292228769066
59.1,3.65,-34.5316043288579
59.2,3.65,-34.5340906905868
59.3,3.65,-34.5366819620933
59.4,3.65,-34.5393781433774
59.5,3.65,-34.5421792344391
59.6,3.65,-34.5450852352784
59.7,3.65,-34.5480961458953
59.8,3.65,-34.5512119662897
59.9,3.65,-34.5544326964618
60,3.65,-34.5577583364114
60.1,3.65,-34.5611888861386
60.2,3.65,-34.5647243456435
60.3,3.65,-34.5683647149259
60.4,3.65,-34.5721099939859
60.5,3.65,-34.5759601828235
60.6,3.65,-34.5799152814387
60.7,3.65,-34.5839752898315
60.8,3.65,-34.5881402080018
60.9,3.65,-34.5924100359498
61,3.65,-34.5967847736754
61.1,3.65,-34.6012644211785
61.2,3.65,-34.6058489784592
61.3,3.65,-34.6105384455176
61.4,3.65,-34.6153328223535
61.5,3.65,-34.620232108967
61.6,3.65,-34.6252363053581
61.7,3.65,-34.6303454115268
61.8,3.65,-34.6355594274731
61.9,3.65,-34.640878353197
62,3.65,-34.6463021886984
62.1,3.65,-34.6518309339775
62.2,3.65,-34.6574645890341
62.3,3.65,-34.6632031538684
62.4,3.65,-34.6690466284802
62.5,3.65,-34.6749950128697
62.6,3.65,-34.6810483070367
62.7,3.65,-34.6872065109813
62.8,3.65,-34.6934696247035
62.9,3.65,-34.6998376482033
63,3.65,-34.7063105814806
63.1,3.65,-34.7128884245356
63.2,3.65,-34.7195711773682
63.3,3.65,-34.7263588399783
63.4,3.65,-34.7332514123661
63.5,3.65,-34.7402488945314
63.6,3.65,-34.7473512864743
63.7,3.65,-34.7545585881949
63.8,3.65,-34.761870799693
63.9,3.65,-34.7692879209687
64,3.65,-34.776809952022
64.1,3.65,-34.7844368928529
64.2,3.65,-34.7921687434613
64.3,3.65,-34.8000055038474
64.4,3.65,-34.8079471740111
64.5,3.65,-34.8159937539523
64.6,3.65,-34.8241452436712
64.7,3.65,-34.8324016431676
64.8,3.65,-34.8407629524416
64.9,3.65,-34.8492291714932
65,3.65,-34.8578003003224
65.1,3.65,-34.8664763389292
65.2,3.65,-34.8752572873136
65.3,3.65,-34.8841431454756
65.4,3.65,-34.8931339134152
65.5,3.65,-34.9022295911323
65.6,3.65,-34.9114301786271
65.7,3.65,-34.9207356758994
65.8,3.65,-34.9301460829494
65.9,3.65,-34.9396613997769
66,3.65,-34.949281626382
66.1,3.65,-34.9590067627647
66.2,3.65,-34.968836808925
66.3,3.65,-34.9787717648629
66.4,3.65,-34.9888116305784
66.5,3.65,-34.9989564060715
66.6,3.65,-35.0092060913422
66.7,3.65,-35.0195606863904
66.8,3.65,-35.0300201912163
66.9,3.65,-35.0405846058197
67,3.65,-35.0512539302007
67.1,3.65,-35.0620281643594
67.2,3.65,-35.0729073082956
67.3,3.65,-35.0838913620094
67.4,3.65,-35.0949803255008
67.5,3.65,-35.1061741987698
67.6,3.65,-35.1174729818164
67.7,3.65,-35.1288766746405
67.8,3.65,-35.1403852772423
67.9,3.65,-35.1519987896216
68,3.65,-35.1637172117786
68.1,3.65,-35.1755405437131
68.2,3.65,-35.1874687854253
68.3,3.65,-35.199501936915
68.4,3.65,-35.2116399981823
68.5,3.65,-35.2238829692272
68.6,3.65,-35.2362308500497
68.7,3.65,-35.2486836406498
68.8,3.65,-35.2612413410274
68.9,3.65,-35.2739039511827
69,3.65,-35.2866714711156
69.1,3.65,-35.299543900826
69.2,3.65,-35.312521240314
69.3,3.65,-35.3256034895797
69.4,3.65,-35.3387906486229
69.5,3.65,-35.3520827174437
69.6,3.65,-35.3654796960421
69.7,3.65,-35.3789815844181
69.8,3.65,-35.3925883825717
69.9,3.65,-35.4063000905029
70,3.65,-35.4201167082117
70.1,3.65,-35.434038235698
70.2,3.65,-35.448064672962
70.3,3.65,-35.4621960200035
70.4,3.65,-35.4764322768226
70.5,3.65,-35.4907734434194
70.6,3.65,-35.5052195197937
70.7,3.65,-35.5197705059456
