"beta0","beta1","ssr"
64.5,3.09,84165.98
64.6,3.09,84008.8300000001
64.7,3.09,83852.1800000001
64.8,3.09,83696.03
64.9,3.09,83540.38
65,3.09,83385.23
65.1,3.09,83230.5800000001
65.2,3.09,83076.4300000001
65.3,3.09,82922.78
65.4,3.09,82769.63
65.5,3.09,82616.98
65.6,3.09,82464.8300000001
65.7,3.09,82313.1800000001
65.8,3.09,82162.03
65.9,3.09,82011.38
66,3.09,81861.23
66.1,3.09,81711.5800000001
66.2,3.09,81562.4300000001
66.3,3.09,81413.78
66.4,3.09,81265.63
66.5,3.09,81117.98
66.6,3.09,80970.8300000001
66.7,3.09,80824.1800000001
66.8,3.09,80678.03
66.9,3.09,80532.38
67,3.09,80387.23
67.1,3.09,80242.5800000001
67.2,3.09,80098.4300000001
67.3,3.09,79954.78
67.4,3.09,79811.63
67.5,3.09,79668.98
67.6,3.09,79526.8300000001
67.7,3.09,79385.1800000001
67.8,3.09,79244.03
67.9,3.09,79103.38
68,3.09,78963.23
68.1,3.09,78823.5800000001
68.2,3.09,78684.4300000001
68.3,3.09,78545.78
68.4,3.09,78407.63
68.5,3.09,78269.98
68.6,3.09,78132.8300000001
68.7,3.09,77996.1800000001
68.8,3.09,77860.03
68.9,3.09,77724.38
69,3.09,77589.23
69.1,3.09,77454.58
69.2,3.09,77320.4300000001
69.3,3.09,77186.78
69.4,3.09,77053.63
69.5,3.09,76920.98
69.6,3.09,76788.83
69.7,3.09,76657.18
69.8,3.09,76526.03
69.9,3.09,76395.38
70,3.09,76265.23
70.1,3.09,76135.5800000001
70.2,3.09,76006.4300000001
70.3,3.09,75877.78
70.4,3.09,75749.63
70.5,3.09,75621.98
70.6,3.09,75494.83
70.7,3.09,75368.18
70.8,3.09,75242.03
70.9,3.09,75116.38
71,3.09,74991.23
71.1,3.09,74866.58
71.2,3.09,74742.43
71.3,3.09,74618.78
71.4,3.09,74495.63
71.5,3.09,74372.98
71.6,3.09,74250.83
71.7,3.09,74129.18
71.8,3.09,74008.03
71.9,3.09,73887.38
72,3.09,73767.23
72.1,3.09,73647.58
72.2,3.09,73528.43
72.3,3.09,73409.78
72.4,3.09,73291.63
72.5,3.09,73173.98
72.6,3.09,73056.83
72.7,3.09,72940.18
72.8,3.09,72824.03
72.9,3.09,72708.38
73,3.09,72593.23
73.1,3.09,72478.58
73.2,3.09,72364.43
73.3,3.09,72250.78
73.4,3.09,72137.63
73.5,3.09,72024.98
73.6,3.09,71912.83
73.7,3.09,71801.18
73.8,3.09,71690.03
73.9,3.09,71579.38
74,3.09,71469.23
74.1,3.09,71359.58
74.2,3.09,71250.43
74.3,3.09,71141.78
74.4,3.09,71033.63
74.5,3.09,70925.98
74.6,3.09,70818.83
74.7,3.09,70712.18
74.8,3.09,70606.03
74.9,3.09,70500.38
75,3.09,70395.23
50,3.1,110460
50.1,3.1,110233.85
50.2,3.1,110008.2
50.3,3.1,109783.05
50.4,3.1,109558.4
50.5,3.1,109334.25
50.6,3.1,109110.6
50.7,3.1,108887.45
50.8,3.1,108664.8
50.9,3.1,108442.65
51,3.1,108221
51.1,3.1,107999.85
51.2,3.1,107779.2
51.3,3.1,107559.05
51.4,3.1,107339.4
51.5,3.1,107120.25
51.6,3.1,106901.6
51.7,3.1,106683.45
51.8,3.1,106465.8
51.9,3.1,106248.65
52,3.1,106032
52.1,3.1,105815.85
52.2,3.1,105600.2
52.3,3.1,105385.05
52.4,3.1,105170.4
52.5,3.1,104956.25
52.6,3.1,104742.6
52.7,3.1,104529.45
52.8,3.1,104316.8
52.9,3.1,104104.65
53,3.1,103893
53.1,3.1,103681.85
53.2,3.1,103471.2
53.3,3.1,103261.05
53.4,3.1,103051.4
53.5,3.1,102842.25
53.6,3.1,102633.6
53.7,3.1,102425.45
53.8,3.1,102217.8
53.9,3.1,102010.65
54,3.1,101804
54.1,3.1,101597.85
54.2,3.1,101392.2
54.3,3.1,101187.05
54.4,3.1,100982.4
54.5,3.1,100778.25
54.6,3.1,100574.6
54.7,3.1,100371.45
54.8,3.1,100168.8
54.9,3.1,99966.65
55,3.1,99765
55.1,3.1,99563.85
55.2,3.1,99363.2
55.3,3.1,99163.05
55.4,3.1,98963.4
55.5,3.1,98764.25
55.6,3.1,98565.6
55.7,3.1,98367.45
55.8,3.1,98169.8
55.9,3.1,97972.65
56,3.1,97776
56.1,3.1,97579.85
56.2,3.1,97384.2
56.3,3.1,97189.05
56.4,3.1,96994.4
56.5,3.1,96800.25
56.6,3.1,96606.6
56.7,3.1,96413.45
56.8,3.1,96220.8
56.9,3.1,96028.65
57,3.1,95837
57.1,3.1,95645.85
57.2,3.1,95455.2
57.3,3.1,95265.05
57.4,3.1,95075.4
57.5,3.1,94886.25
57.6,3.1,94697.6
57.7,3.1,94509.45
57.8,3.1,94321.8
57.9,3.1,94134.65
58,3.1,93948
58.1,3.1,93761.85
58.2,3.1,93576.2
58.3,3.1,93391.05
58.4,3.1,93206.4
58.5,3.1,93022.25
58.6,3.1,92838.6
58.7,3.1,92655.45
58.8,3.1,92472.8
58.9,3.1,92290.65
59,3.1,92109
59.1,3.1,91927.85
59.2,3.1,91747.2
59.3,3.1,91567.05
59.4,3.1,91387.4
59.5,3.1,91208.25
59.6,3.1,91029.6
59.7,3.1,90851.45
59.8,3.1,90673.8
59.9,3.1,90496.65
60,3.1,90320
60.1,3.1,90143.85
60.2,3.1,89968.2
60.3,3.1,89793.05
60.4,3.1,89618.4
60.5,3.1,89444.25
60.6,3.1,89270.6
60.7,3.1,89097.45
60.8,3.1,88924.8
60.9,3.1,88752.65
61,3.1,88581
61.1,3.1,88409.85
61.2,3.1,88239.2
61.3,3.1,88069.05
61.4,3.1,87899.4
61.5,3.1,87730.25
61.6,3.1,87561.6
61.7,3.1,87393.45
61.8,3.1,87225.8
61.9,3.1,87058.65
62,3.1,86892
62.1,3.1,86725.85
62.2,3.1,86560.2
62.3,3.1,86395.05
62.4,3.1,86230.4
62.5,3.1,86066.25
62.6,3.1,85902.6
62.7,3.1,85739.45
62.8,3.1,85576.8
62.9,3.1,85414.65
63,3.1,85253
63.1,3.1,85091.85
63.2,3.1,84931.2
63.3,3.1,84771.05
63.4,3.1,84611.4
63.5,3.1,84452.25
63.6,3.1,84293.6
63.7,3.1,84135.45
63.8,3.1,83977.8
63.9,3.1,83820.65
64,3.1,83664
64.1,3.1,83507.85
64.2,3.1,83352.2
64.3,3.1,83197.05
64.4,3.1,83042.4
64.5,3.1,82888.25
64.6,3.1,82734.6
64.7,3.1,82581.45
64.8,3.1,82428.8
64.9,3.1,82276.65
65,3.1,82125
65.1,3.1,81973.85
65.2,3.1,81823.2
65.3,3.1,81673.05
65.4,3.1,81523.4
65.5,3.1,81374.25
65.6,3.1,81225.6
65.7,3.1,81077.45
65.8,3.1,80929.8
65.9,3.1,80782.65
66,3.1,80636
66.1,3.1,80489.85
66.2,3.1,80344.2
66.3,3.1,80199.05
66.4,3.1,80054.4
66.5,3.1,79910.25
66.6,3.1,79766.6
66.7,3.1,79623.45
66.8,3.1,79480.8
66.9,3.1,79338.65
67,3.1,79197
67.1,3.1,79055.85
67.2,3.1,78915.2
67.3,3.1,78775.05
67.4,3.1,78635.4
67.5,3.1,78496.25
67.6,3.1,78357.6
67.7,3.1,78219.45
67.8,3.1,78081.8
67.9,3.1,77944.65
68,3.1,77808
68.1,3.1,77671.85
68.2,3.1,77536.2
68.3,3.1,77401.05
68.4,3.1,77266.4
68.5,3.1,77132.25
68.6,3.1,76998.6
68.7,3.1,76865.45
68.8,3.1,76732.8
68.9,3.1,76600.65
69,3.1,76469
69.1,3.1,76337.85
69.2,3.1,76207.2
69.3,3.1,76077.05
69.4,3.1,75947.4
69.5,3.1,75818.25
69.6,3.1,75689.6
69.7,3.1,75561.45
69.8,3.1,75433.8
69.9,3.1,75306.65
70,3.1,75180
70.1,3.1,75053.85
70.2,3.1,74928.2
70.3,3.1,74803.05
70.4,3.1,74678.4
70.5,3.1,74554.25
70.6,3.1,74430.6
70.7,3.1,74307.45
70.8,3.1,74184.8
70.9,3.1,74062.65
71,3.1,73941
71.1,3.1,73819.85
71.2,3.1,73699.2
71.3,3.1,73579.05
71.4,3.1,73459.4
71.5,3.1,73340.25
71.6,3.1,73221.6
71.7,3.1,73103.45
71.8,3.1,72985.8
71.9,3.1,72868.65
72,3.1,72752
72.1,3.1,72635.85
72.2,3.1,72520.2
72.3,3.1,72405.05
72.4,3.1,72290.4
72.5,3.1,72176.25
72.6,3.1,72062.6
72.7,3.1,71949.45
72.8,3.1,71836.8
72.9,3.1,71724.65
73,3.1,71613
73.1,3.1,71501.85
73.2,3.1,71391.2
73.3,3.1,71281.05
73.4,3.1,71171.4
73.5,3.1,71062.25
73.6,3.1,70953.6
73.7,3.1,70845.45
73.8,3.1,70737.8
73.9,3.1,70630.65
74,3.1,70524
74.1,3.1,70417.85
74.2,3.1,70312.2
74.3,3.1,70207.05
74.4,3.1,70102.4
74.5,3.1,69998.25
74.6,3.1,69894.6
74.7,3.1,69791.45
74.8,3.1,69688.8
74.9,3.1,69586.65
75,3.1,69485
50,3.11,108703.23
50.1,3.11,108480.58
50.2,3.11,108258.43
50.3,3.11,108036.78
50.4,3.11,107815.63
50.5,3.11,107594.98
50.6,3.11,107374.83
50.7,3.11,107155.18
50.8,3.11,106936.03
50.9,3.11,106717.38
51,3.11,106499.23
51.1,3.11,106281.58
51.2,3.11,106064.43
51.3,3.11,105847.78
51.4,3.11,105631.63
51.5,3.11,105415.98
51.6,3.11,105200.83
51.7,3.11,104986.18
51.8,3.11,104772.03
51.9,3.11,104558.38
52,3.11,104345.23
52.1,3.11,104132.58
52.2,3.11,103920.43
52.3,3.11,103708.78
52.4,3.11,103497.63
52.5,3.11,103286.98
52.6,3.11,103076.83
52.7,3.11,102867.18
52.8,3.11,102658.03
52.9,3.11,102449.38
53,3.11,102241.23
53.1,3.11,102033.58
53.2,3.11,101826.43
53.3,3.11,101619.78
53.4,3.11,101413.63
53.5,3.11,101207.98
53.6,3.11,101002.83
53.7,3.11,100798.18
53.8,3.11,100594.03
53.9,3.11,100390.38
54,3.11,100187.23
54.1,3.11,99984.58
54.2,3.11,99782.43
54.3,3.11,99580.78
54.4,3.11,99379.6300000001
54.5,3.11,99178.98
54.6,3.11,98978.83
54.7,3.11,98779.18
54.8,3.11,98580.03
54.9,3.11,98381.3800000001
55,3.11,98183.23
55.1,3.11,97985.58
55.2,3.11,97788.43
55.3,3.11,97591.78
55.4,3.11,97395.6300000001
55.5,3.11,97199.98
55.6,3.11,97004.83
55.7,3.11,96810.18
55.8,3.11,96616.03
55.9,3.11,96422.38
56,3.11,96229.23
56.1,3.11,96036.58
56.2,3.11,95844.43
56.3,3.11,95652.78
56.4,3.11,95461.6300000001
56.5,3.11,95270.98
56.6,3.11,95080.83
56.7,3.11,94891.18
56.8,3.11,94702.03
56.9,3.11,94513.3800000001
57,3.11,94325.23
57.1,3.11,94137.58
57.2,3.11,93950.43
57.3,3.11,93763.78
57.4,3.11,93577.6300000001
57.5,3.11,93391.98
57.6,3.11,93206.83
57.7,3.11,93022.18
57.8,3.11,92838.03
57.9,3.11,92654.3800000001
58,3.11,92471.23
58.1,3.11,92288.58
58.2,3.11,92106.43
58.3,3.11,91924.78
58.4,3.11,91743.63
58.5,3.11,91562.98
58.6,3.11,91382.83
58.7,3.11,91203.18
58.8,3.11,91024.03
58.9,3.11,90845.38
59,3.11,90667.23
59.1,3.11,90489.58
59.2,3.11,90312.43
59.3,3.11,90135.78
59.4,3.11,89959.63
59.5,3.11,89783.98
59.6,3.11,89608.83
59.7,3.11,89434.18
59.8,3.11,89260.03
59.9,3.11,89086.38
60,3.11,88913.23
60.1,3.11,88740.58
60.2,3.11,88568.43
60.3,3.11,88396.78
60.4,3.11,88225.63
60.5,3.11,88054.98
60.6,3.11,87884.83
60.7,3.11,87715.18
60.8,3.11,87546.03
60.9,3.11,87377.38
61,3.11,87209.23
61.1,3.11,87041.58
61.2,3.11,86874.43
61.3,3.11,86707.78
61.4,3.11,86541.63
61.5,3.11,86375.98
61.6,3.11,86210.83
61.7,3.11,86046.18
61.8,3.11,85882.03
61.9,3.11,85718.38
62,3.11,85555.23
62.1,3.11,85392.58
62.2,3.11,85230.43
62.3,3.11,85068.78
62.4,3.11,84907.63
62.5,3.11,84746.98
62.6,3.11,84586.83
62.7,3.11,84427.18
62.8,3.11,84268.03
62.9,3.11,84109.38
63,3.11,83951.23
63.1,3.11,83793.58
63.2,3.11,83636.43
63.3,3.11,83479.78
63.4,3.11,83323.63
63.5,3.11,83167.98
63.6,3.11,83012.83
63.7,3.11,82858.18
63.8,3.11,82704.03
63.9,3.11,82550.38
64,3.11,82397.23
64.1,3.11,82244.58
64.2,3.11,82092.43
64.3,3.11,81940.78
64.4,3.11,81789.63
64.5,3.11,81638.98
64.6,3.11,81488.83
64.7,3.11,81339.18
64.8,3.11,81190.03
64.9,3.11,81041.38
65,3.11,80893.23
65.1,3.11,80745.58
65.2,3.11,80598.43
65.3,3.11,80451.78
65.4,3.11,80305.63
65.5,3.11,80159.98
65.6,3.11,80014.83
65.7,3.11,79870.18
65.8,3.11,79726.03
65.9,3.11,79582.38
66,3.11,79439.23
66.1,3.11,79296.58
66.2,3.11,79154.43
66.3,3.11,79012.78
66.4,3.11,78871.63
66.5,3.11,78730.98
66.6,3.11,78590.83
66.7,3.11,78451.18
66.8,3.11,78312.03
66.9,3.11,78173.38
67,3.11,78035.23
67.1,3.11,77897.58
67.2,3.11,77760.43
67.3,3.11,77623.78
67.4,3.11,77487.63
67.5,3.11,77351.98
67.6,3.11,77216.83
67.7,3.11,77082.18
67.8,3.11,76948.03
67.9,3.11,76814.38
68,3.11,76681.23
68.1,3.11,76548.58
68.2,3.11,76416.43
68.3,3.11,76284.78
68.4,3.11,76153.63
68.5,3.11,76022.98
68.6,3.11,75892.83
68.7,3.11,75763.18
68.8,3.11,75634.03
68.9,3.11,75505.38
69,3.11,75377.23
69.1,3.11,75249.58
69.2,3.11,75122.43
69.3,3.11,74995.78
69.4,3.11,74869.63
69.5,3.11,74743.98
69.6,3.11,74618.83
69.7,3.11,74494.18
69.8,3.11,74370.03
69.9,3.11,74246.38
70,3.11,74123.23
70.1,3.11,74000.58
70.2,3.11,73878.43
70.3,3.11,73756.78
70.4,3.11,73635.63
70.5,3.11,73514.98
70.6,3.11,73394.83
70.7,3.11,73275.18
70.8,3.11,73156.03
70.9,3.11,73037.38
71,3.11,72919.23
71.1,3.11,72801.58
71.2,3.11,72684.43
71.3,3.11,72567.78
71.4,3.11,72451.63
71.5,3.11,72335.98
71.6,3.11,72220.83
71.7,3.11,72106.18
71.8,3.11,71992.03
71.9,3.11,71878.38
72,3.11,71765.23
72.1,3.11,71652.58
72.2,3.11,71540.43
72.3,3.11,71428.78
72.4,3.11,71317.63
72.5,3.11,71206.98
72.6,3.11,71096.83
72.7,3.11,70987.18
72.8,3.11,70878.03
72.9,3.11,70769.38
73,3.11,70661.23
73.1,3.11,70553.58
73.2,3.11,70446.43
73.3,3.11,70339.78
73.4,3.11,70233.63
73.5,3.11,70127.98
73.6,3.11,70022.83
73.7,3.11,69918.18
73.8,3.11,69814.03
73.9,3.11,69710.38
74,3.11,69607.23
74.1,3.11,69504.58
74.2,3.11,69402.43
74.3,3.11,69300.78
74.4,3.11,69199.63
74.5,3.11,69098.98
74.6,3.11,68998.83
74.7,3.11,68899.18
74.8,3.11,68800.03
74.9,3.11,68701.38
75,3.11,68603.23
50,3.12,106974.92
50.1,3.12,106755.77
50.2,3.12,106537.12
50.3,3.12,106318.97
50.4,3.12,106101.32
50.5,3.12,105884.17
50.6,3.12,105667.52
50.7,3.12,105451.37
50.8,3.12,105235.72
50.9,3.12,105020.57
51,3.12,104805.92
51.1,3.12,104591.77
51.2,3.12,104378.12
51.3,3.12,104164.97
51.4,3.12,103952.32
51.5,3.12,103740.17
51.6,3.12,103528.52
51.7,3.12,103317.37
51.8,3.12,103106.72
51.9,3.12,102896.57
52,3.12,102686.92
52.1,3.12,102477.77
52.2,3.12,102269.12
52.3,3.12,102060.97
52.4,3.12,101853.32
52.5,3.12,101646.17
52.6,3.12,101439.52
52.7,3.12,101233.37
52.8,3.12,101027.72
52.9,3.12,100822.57
53,3.12,100617.92
53.1,3.12,100413.77
53.2,3.12,100210.12
53.3,3.12,100006.97
53.4,3.12,99804.32
53.5,3.12,99602.17
53.6,3.12,99400.5199999999
53.7,3.12,99199.37
53.8,3.12,98998.72
53.9,3.12,98798.57
54,3.12,98598.92
54.1,3.12,98399.7699999999
54.2,3.12,98201.12
54.3,3.12,98002.97
54.4,3.12,97805.32
54.5,3.12,97608.17
54.6,3.12,97411.5199999999
54.7,3.12,97215.37
54.8,3.12,97019.72
54.9,3.12,96824.57
55,3.12,96629.92
55.1,3.12,96435.7699999999
55.2,3.12,96242.12
55.3,3.12,96048.97
55.4,3.12,95856.32
55.5,3.12,95664.17
55.6,3.12,95472.5199999999
55.7,3.12,95281.37
55.8,3.12,95090.72
55.9,3.12,94900.57
56,3.12,94710.92
56.1,3.12,94521.7699999999
56.2,3.12,94333.12
56.3,3.12,94144.97
56.4,3.12,93957.32
56.5,3.12,93770.17
56.6,3.12,93583.5199999999
56.7,3.12,93397.37
56.8,3.12,93211.72
56.9,3.12,93026.57
57,3.12,92841.92
57.1,3.12,92657.7699999999
57.2,3.12,92474.12
57.3,3.12,92290.97
57.4,3.12,92108.32
57.5,3.12,91926.17
57.6,3.12,91744.5199999999
57.7,3.12,91563.37
57.8,3.12,91382.72
57.9,3.12,91202.57
58,3.12,91022.92
58.1,3.12,90843.7699999999
58.2,3.12,90665.12
58.3,3.12,90486.97
58.4,3.12,90309.32
58.5,3.12,90132.17
58.6,3.12,89955.5199999999
58.7,3.12,89779.37
58.8,3.12,89603.72
58.9,3.12,89428.57
59,3.12,89253.92
59.1,3.12,89079.7699999999
59.2,3.12,88906.12
59.3,3.12,88732.97
59.4,3.12,88560.32
59.5,3.12,88388.17
59.6,3.12,88216.5199999999
59.7,3.12,88045.37
59.8,3.12,87874.72
59.9,3.12,87704.57
60,3.12,87534.92
60.1,3.12,87365.7699999999
60.2,3.12,87197.12
60.3,3.12,87028.97
60.4,3.12,86861.32
60.5,3.12,86694.17
60.6,3.12,86527.5199999999
60.7,3.12,86361.37
60.8,3.12,86195.72
60.9,3.12,86030.57
61,3.12,85865.92
61.1,3.12,85701.7699999999
61.2,3.12,85538.12
61.3,3.12,85374.97
61.4,3.12,85212.32
61.5,3.12,85050.17
61.6,3.12,84888.5199999999
61.7,3.12,84727.37
61.8,3.12,84566.72
61.9,3.12,84406.57
62,3.12,84246.92
62.1,3.12,84087.7699999999
62.2,3.12,83929.12
62.3,3.12,83770.97
62.4,3.12,83613.32
62.5,3.12,83456.17
62.6,3.12,83299.5199999999
62.7,3.12,83143.37
62.8,3.12,82987.72
62.9,3.12,82832.57
63,3.12,82677.92
63.1,3.12,82523.7699999999
63.2,3.12,82370.12
63.3,3.12,82216.97
63.4,3.12,82064.32
63.5,3.12,81912.17
63.6,3.12,81760.5199999999
63.7,3.12,81609.37
63.8,3.12,81458.72
63.9,3.12,81308.57
64,3.12,81158.92
64.1,3.12,81009.77
64.2,3.12,80861.12
64.3,3.12,80712.97
64.4,3.12,80565.32
64.5,3.12,80418.17
64.6,3.12,80271.52
64.7,3.12,80125.37
64.8,3.12,79979.72
64.9,3.12,79834.57
65,3.12,79689.92
65.1,3.12,79545.77
65.2,3.12,79402.12
65.3,3.12,79258.97
65.4,3.12,79116.32
65.5,3.12,78974.17
65.6,3.12,78832.52
65.7,3.12,78691.37
65.8,3.12,78550.72
65.9,3.12,78410.57
66,3.12,78270.92
66.1,3.12,78131.77
66.2,3.12,77993.12
66.3,3.12,77854.97
66.4,3.12,77717.32
66.5,3.12,77580.17
66.6,3.12,77443.52
66.7,3.12,77307.37
66.8,3.12,77171.72
66.9,3.12,77036.57
67,3.12,76901.92
67.1,3.12,76767.77
67.2,3.12,76634.12
67.3,3.12,76500.97
67.4,3.12,76368.32
67.5,3.12,76236.17
67.6,3.12,76104.52
67.7,3.12,75973.37
67.8,3.12,75842.72
67.9,3.12,75712.57
68,3.12,75582.92
68.1,3.12,75453.77
68.2,3.12,75325.12
68.3,3.12,75196.97
68.4,3.12,75069.32
68.5,3.12,74942.17
68.6,3.12,74815.52
68.7,3.12,74689.37
68.8,3.12,74563.72
68.9,3.12,74438.57
69,3.12,74313.92
69.1,3.12,74189.77
69.2,3.12,74066.12
69.3,3.12,73942.97
69.4,3.12,73820.32
69.5,3.12,73698.17
69.6,3.12,73576.52
69.7,3.12,73455.37
69.8,3.12,73334.72
69.9,3.12,73214.57
70,3.12,73094.92
70.1,3.12,72975.77
70.2,3.12,72857.12
70.3,3.12,72738.97
70.4,3.12,72621.32
70.5,3.12,72504.17
70.6,3.12,72387.52
70.7,3.12,72271.37
70.8,3.12,72155.72
70.9,3.12,72040.57
71,3.12,71925.92
71.1,3.12,71811.77
71.2,3.12,71698.12
71.3,3.12,71584.97
71.4,3.12,71472.32
71.5,3.12,71360.17
71.6,3.12,71248.52
71.7,3.12,71137.37
71.8,3.12,71026.72
71.9,3.12,70916.57
72,3.12,70806.92
72.1,3.12,70697.77
72.2,3.12,70589.12
72.3,3.12,70480.97
72.4,3.12,70373.32
72.5,3.12,70266.17
72.6,3.12,70159.52
72.7,3.12,70053.37
72.8,3.12,69947.72
72.9,3.12,69842.57
73,3.12,69737.92
73.1,3.12,69633.77
73.2,3.12,69530.12
73.3,3.12,69426.97
73.4,3.12,69324.32
73.5,3.12,69222.17
73.6,3.12,69120.52
73.7,3.12,69019.37
73.8,3.12,68918.72
73.9,3.12,68818.57
74,3.12,68718.92
74.1,3.12,68619.77
74.2,3.12,68521.12
74.3,3.12,68422.97
74.4,3.12,68325.32
74.5,3.12,68228.17
74.6,3.12,68131.52
74.7,3.12,68035.37
74.8,3.12,67939.72
74.9,3.12,67844.57
75,3.12,67749.92
50,3.13,105275.07
50.1,3.13,105059.42
50.2,3.13,104844.27
50.3,3.13,104629.62
50.4,3.13,104415.47
50.5,3.13,104201.82
50.6,3.13,103988.67
50.7,3.13,103776.02
50.8,3.13,103563.87
50.9,3.13,103352.22
51,3.13,103141.07
51.1,3.13,102930.42
51.2,3.13,102720.27
51.3,3.13,102510.62
51.4,3.13,102301.47
51.5,3.13,102092.82
51.6,3.13,101884.67
51.7,3.13,101677.02
51.8,3.13,101469.87
51.9,3.13,101263.22
52,3.13,101057.07
52.1,3.13,100851.42
52.2,3.13,100646.27
52.3,3.13,100441.62
52.4,3.13,100237.47
52.5,3.13,100033.82
52.6,3.13,99830.67
52.7,3.13,99628.02
52.8,3.13,99425.87
52.9,3.13,99224.2200000001
53,3.13,99023.07
53.1,3.13,98822.42
53.2,3.13,98622.27
53.3,3.13,98422.62
53.4,3.13,98223.4700000001
53.5,3.13,98024.82
53.6,3.13,97826.67
53.7,3.13,97629.02
53.8,3.13,97431.87
53.9,3.13,97235.2200000001
54,3.13,97039.07
54.1,3.13,96843.42
54.2,3.13,96648.27
54.3,3.13,96453.62
54.4,3.13,96259.4700000001
54.5,3.13,96065.82
54.6,3.13,95872.67
54.7,3.13,95680.02
54.8,3.13,95487.87
54.9,3.13,95296.2200000001
55,3.13,95105.07
55.1,3.13,94914.42
55.2,3.13,94724.27
55.3,3.13,94534.62
55.4,3.13,94345.4700000001
55.5,3.13,94156.82
55.6,3.13,93968.67
55.7,3.13,93781.02
55.8,3.13,93593.87
55.9,3.13,93407.22
56,3.13,93221.07
56.1,3.13,93035.42
56.2,3.13,92850.27
56.3,3.13,92665.62
56.4,3.13,92481.4700000001
56.5,3.13,92297.82
56.6,3.13,92114.67
56.7,3.13,91932.02
56.8,3.13,91749.87
56.9,3.13,91568.22
57,3.13,91387.07
57.1,3.13,91206.42
57.2,3.13,91026.27
57.3,3.13,90846.62
57.4,3.13,90667.4700000001
57.5,3.13,90488.82
57.6,3.13,90310.67
57.7,3.13,90133.02
57.8,3.13,89955.87
57.9,3.13,89779.2200000001
58,3.13,89603.07
58.1,3.13,89427.42
58.2,3.13,89252.27
58.3,3.13,89077.62
58.4,3.13,88903.47
58.5,3.13,88729.82
58.6,3.13,88556.67
58.7,3.13,88384.02
58.8,3.13,88211.87
58.9,3.13,88040.2200000001
59,3.13,87869.07
59.1,3.13,87698.42
59.2,3.13,87528.27
59.3,3.13,87358.62
59.4,3.13,87189.47
59.5,3.13,87020.82
59.6,3.13,86852.67
59.7,3.13,86685.02
59.8,3.13,86517.87
59.9,3.13,86351.22
60,3.13,86185.07
60.1,3.13,86019.42
60.2,3.13,85854.27
60.3,3.13,85689.62
60.4,3.13,85525.47
60.5,3.13,85361.82
60.6,3.13,85198.67
60.7,3.13,85036.02
60.8,3.13,84873.87
60.9,3.13,84712.22
61,3.13,84551.07
61.1,3.13,84390.42
61.2,3.13,84230.27
61.3,3.13,84070.62
61.4,3.13,83911.47
61.5,3.13,83752.82
61.6,3.13,83594.67
61.7,3.13,83437.02
61.8,3.13,83279.87
61.9,3.13,83123.22
62,3.13,82967.07
62.1,3.13,82811.42
62.2,3.13,82656.27
62.3,3.13,82501.62
62.4,3.13,82347.47
62.5,3.13,82193.82
62.6,3.13,82040.67
62.7,3.13,81888.02
62.8,3.13,81735.87
62.9,3.13,81584.22
63,3.13,81433.07
63.1,3.13,81282.42
63.2,3.13,81132.27
63.3,3.13,80982.62
63.4,3.13,80833.47
63.5,3.13,80684.82
63.6,3.13,80536.67
63.7,3.13,80389.02
63.8,3.13,80241.87
63.9,3.13,80095.22
64,3.13,79949.07
64.1,3.13,79803.42
64.2,3.13,79658.27
64.3,3.13,79513.62
64.4,3.13,79369.47
64.5,3.13,79225.82
64.6,3.13,79082.67
64.7,3.13,78940.02
64.8,3.13,78797.87
64.9,3.13,78656.22
65,3.13,78515.07
65.1,3.13,78374.42
65.2,3.13,78234.27
65.3,3.13,78094.62
65.4,3.13,77955.47
65.5,3.13,77816.82
65.6,3.13,77678.67
65.7,3.13,77541.02
65.8,3.13,77403.87
65.9,3.13,77267.22
66,3.13,77131.07
66.1,3.13,76995.42
66.2,3.13,76860.27
66.3,3.13,76725.62
66.4,3.13,76591.47
66.5,3.13,76457.82
66.6,3.13,76324.67
66.7,3.13,76192.02
66.8,3.13,76059.87
66.9,3.13,75928.22
67,3.13,75797.07
67.1,3.13,75666.42
67.2,3.13,75536.27
67.3,3.13,75406.62
67.4,3.13,75277.47
67.5,3.13,75148.82
67.6,3.13,75020.67
67.7,3.13,74893.02
67.8,3.13,74765.87
67.9,3.13,74639.22
68,3.13,74513.07
68.1,3.13,74387.42
68.2,3.13,74262.27
68.3,3.13,74137.62
68.4,3.13,74013.47
68.5,3.13,73889.82
68.6,3.13,73766.67
68.7,3.13,73644.02
68.8,3.13,73521.87
68.9,3.13,73400.22
69,3.13,73279.07
69.1,3.13,73158.42
69.2,3.13,73038.27
69.3,3.13,72918.62
69.4,3.13,72799.47
69.5,3.13,72680.82
69.6,3.13,72562.67
69.7,3.13,72445.02
69.8,3.13,72327.87
69.9,3.13,72211.22
70,3.13,72095.07
70.1,3.13,71979.42
70.2,3.13,71864.27
70.3,3.13,71749.62
70.4,3.13,71635.47
70.5,3.13,71521.82
70.6,3.13,71408.67
70.7,3.13,71296.02
70.8,3.13,71183.87
70.9,3.13,71072.22
71,3.13,70961.07
71.1,3.13,70850.42
71.2,3.13,70740.27
71.3,3.13,70630.62
71.4,3.13,70521.47
71.5,3.13,70412.82
71.6,3.13,70304.67
71.7,3.13,70197.02
71.8,3.13,70089.87
71.9,3.13,69983.22
72,3.13,69877.07
72.1,3.13,69771.42
72.2,3.13,69666.27
72.3,3.13,69561.62
